Gradient1,Gradient2,Gradient3
0.006347424178,0.07590819604,-0.1703143892
0.0095618536,0.1143492291,-0.2565641142
0.008906793889,0.106515437,-0.2389875212
0.007726487802,0.09240027693,-0.2073174906
0.007572019431,0.09055300571,-0.203172788
0.007153229413,0.0855447382,-0.1919357933
0.007479984416,0.08945236773,-0.2007032989
0.0074444192,0.089027047,-0.1997490116
0.005272184181,0.06304951135,-0.1414634989
0.007682869583,0.09187865142,-0.2061471253
0.005829453187,0.06971383411,-0.1564161672
0.008200661146,0.09807086755,-0.2200405327
0.007389621707,0.08837172989,-0.1982786837
0.004448252113,0.05319619146,-0.1193557129
0.005713315891,0.06832496023,-0.1532999657
0.007725426578,0.09238758559,-0.2072890149
0.008883398725,0.1062356558,-0.2383597791
0.008047427382,0.09623836003,-0.2159289558
0.004619783798,0.05524752156,-0.1239582597
0.007801663881,0.09329930004,-0.2093346187
0.009884342872,0.118205845,-0.2652171614
0.007555018629,0.09034969428,-0.2027166207
0.009321209371,0.1114713888,-0.2501071359
0.01051604645,0.1257603233,-0.2821670616
0.004667832974,0.05582213683,-0.1252475177
0.005186218027,0.0620214506,-0.1391568502
0.003970842435,0.04748689832,-0.1065458342
0.007548695506,0.09027407728,-0.2025469595
0.008330763535,0.09962674822,-0.2235314453
0.009344636784,0.1117515551,-0.2507357421
0.00778935203,0.09315206403,-0.2090042673
0.008287472815,0.09910903826,-0.2223698652
0.008822458355,0.1055068767,-0.236724625
0.01030603375,0.1232488031,-0.2765319912
0.008190928845,0.09795448009,-0.2197793953
0.005574168662,0.06666091291,-0.1495663611
0.006594334758,0.07886097461,-0.1769395062
0.007128502995,0.08524903763,-0.1912723333
0.005101102604,0.06100356416,-0.1368730295
0.006170510665,0.07379250529,-0.1655674368
0.007174810343,0.08580282298,-0.1925148552
0.006623415853,0.07920875262,-0.1777198116
0.004595124106,0.05495261875,-0.1232965895
0.00445329461,0.05325649435,-0.1194910138
0.005527874764,0.06610728815,-0.1483241993
0.009286043656,0.1110508459,-0.2491635681
0.007624508067,0.09118071142,-0.204581165
0.008231311138,0.09843740745,-0.2208629344
0.009185510857,0.1098485842,-0.2464660671
0.007200784396,0.08611344322,-0.193211791
0.005836592529,0.06979921277,-0.1566077304
0.007397777437,0.08846926367,-0.198497519
0.008339505094,0.099731288,-0.2237659998
0.01009233581,0.120693211,-0.2707980373
0.007562306307,0.09043684731,-0.2029121651
0.007576972208,0.09061223564,-0.2033056816
0.006533484193,0.07813326837,-0.1753067596
0.007241283233,0.08659776472,-0.1942984574
0.008389529936,0.1003295302,-0.2251082693
0.009774560891,0.1168929731,-0.2622714851
0.01236539567,0.1478765021,-0.3317888903
0.0004522958601,0.005408959886,-0.01213602413
0.004603507161,0.05505287135,-0.1235215254
0.008213962962,0.09822994204,-0.2203974466
0.006912521491,0.08266613695,-0.1854771072
0.007838843189,0.09374392382,-0.2103322165
0.008914962701,0.1066131267,-0.2392067064
0.008885888506,0.1062654312,-0.238426586
0.006051862468,0.07237360368,-0.1623838628
0.005982190114,0.07154039932,-0.1605144114
0.00596419476,0.07132519434,-0.1600315582
0.008951505596,0.1070501393,-0.2401872265
0.007637321329,0.09133394465,-0.2049249726
0.01071618502,0.1281537595,-0.2875371884
0.007344542768,0.08783263516,-0.197069123
0.0077789956,0.09302821203,-0.208726382
0.007282978198,0.08709639145,-0.1954172211
0.006729769502,0.08048062465,-0.180573497
0.00634993357,0.07593820532,-0.1703817208
0.007365487285,0.0880831086,-0.1976311075
0.008971066746,0.1072840699,-0.2407120941
0.006914689234,0.08269206093,-0.1855352726
0.006544444839,0.07826434655,-0.1756008581
0.004350298046,0.0520247692,-0.1167274055
0.007180824403,0.08587474428,-0.1926762245
0.007840785501,0.09376715184,-0.2103843328
0.006841559015,0.0818175039,-0.1835730384
0.005440292487,0.06505990136,-0.1459741889
0.007661391363,0.09162179556,-0.2055708206
0.004706342716,0.0562826709,-0.1262808129
0.009712237207,0.116147651,-0.2605992141
0.007696705847,0.09204411758,-0.2065183798
0.01011740275,0.1209929832,-0.271470633
0.005978351121,0.07149448903,-0.1604114029
0.006574362577,0.07862212902,-0.1764036109
0.004984007959,0.05960324116,-0.1337311403
0.006498787747,0.07771833762,-0.1743757838
0.008430408376,0.1008183908,-0.2262051204
0.008452651054,0.1010843893,-0.2268019385
0.008381631112,0.1002350684,-0.2248963268
0.007677254288,0.09181149847,-0.2059964548
0.006629205284,0.07927798727,-0.1778751526
0.008842340863,0.1057446495,-0.2372581136
0.005723477649,0.0684464829,-0.1535726251
0.008234604578,0.0984767933,-0.2209513039
0.009380027924,0.1121747943,-0.2516853587
0.00686137093,0.0820544331,-0.1841046338
0.008348503542,0.09983889964,-0.2240074469
0.009562412641,0.114355914,-0.2565791131
0.00416445277,0.04980226451,-0.1117407961
0.003861033601,0.04617370554,-0.103599438
0.004086240913,0.04886693688,-0.1096422117
0.009608469258,0.1149067007,-0.2578149072
0.006553058424,0.07836735472,-0.1758319766
0.008921762002,0.1066944383,-0.2393891444
0.007342509965,0.08780832517,-0.1970145787
0.007862148002,0.09402262296,-0.2109575307
0.006453837593,0.07718078339,-0.1731696795
0.007651504997,0.09150356478,-0.2053055475
0.007607738772,0.09098016948,-0.2041312111
0.01033353293,0.1235776629,-0.2772698504
0.01438841502,0.1720695819,-0.3860706388
0.006883916576,0.08232405367,-0.1847095787
0.007217611902,0.08631468223,-0.1936633083
0.007618924959,0.0911139436,-0.2044313585
0.008517908529,0.1018647963,-0.2285529294
0.006898466702,0.08249805722,-0.1850999888
0.009624260891,0.1150955507,-0.2582386281
0.00904442172,0.1081613138,-0.2426803565
0.008239885599,0.09853994819,-0.2210930037
0.005599241683,0.06696075845,-0.1502391213
0.007450459312,0.08909928036,-0.1999110806
0.008555512638,0.1023145005,-0.2295619255
0.007575943155,0.09059992918,-0.2032780702
0.01105209332,0.132170853,-0.2965502971
0.007234130458,0.08651222556,-0.1941065342
0.004599311604,0.05500269694,-0.1234089495
0.006162211886,0.07369326129,-0.1653447644
0.00761375283,0.09105209098,-0.2042925804
0.006347580952,0.07591007136,-0.1703185968
0.005314034919,0.06354999975,-0.1425864392
